Index	Topic	StartVerseId	EndVerseId	Votes	PassageLength	UsableRange	VotesPercentage
56402	caring for others	62003017	62003018	539	2	True	0.035825855766035225
56403	caring for others	54005008		472	1	False	0.03137254901960784
56404	caring for others	20021013		399	1	False	0.026520438683948155
56405	caring for others	48006009	48006010	320	2	True	0.021269524759056163
56406	caring for others	40025040		320	1	False	0.021269524759056163
223584	jesus love	45005008		1009	1	False	0.04571816946080653
223585	jesus love	43003016		974	1	False	0.04413230629814228
223586	jesus love	62004019		819	1	False	0.03710919800634345
223587	jesus love	62004016		675	1	False	0.030584503851381967
223588	jesus love	40022037	40022039	450	3	True	0.020389669234254643
223589	jesus love	46013013		444	1	False	0.020117806977797914
46300	boasting	59004016		719	1	False	0.06690861715987344
46301	boasting	20027002		652	1	False	0.06067373906569887
46302	boasting	24009023		625	1	False	0.05816117625162851
46303	boasting	55003001	55003005	506	5	True	0.047087288293318444
46304	boasting	20027001		481	1	False	0.0447608412432533
46305	boasting	46004007		289	1	False	0.026893727898753026
46306	boasting	47011030		282	1	False	0.026242322724734785
46307	boasting	49002008		265	1	False	0.02466033873069049
46308	boasting	19094004		256	1	False	0.02382281779266704
46309	boasting	40006001	40006034	228	34	True	0.02121719709659408
46310	boasting	49002008	49002009	225	2	True	0.020938023450586266
46311	boasting	59003005		221	1	False	0.020565791922575842
393336	success	20016003		765	1	False	0.08141762452107279
393337	success	50004013		583	1	False	0.06204767986377182
393338	success	19037004		580	1	False	0.06172839506172839
393339	success	20003001	20003004	416	4	True	0.04427415921668795
393340	success	59004010		388	1	False	0.04129416773094934
393341	success	40006025	40006033	347	9	True	0.03693060876968923
393342	success	20003005		328	1	False	0.034908471690080885
393343	success	24029011		316	1	False	0.033631332481907195
393344	success	23041010		263	1	False	0.02799063431247339
393345	success	11002003		253	1	False	0.026926351638995316
393346	success	06001005	06001009	246	5	True	0.026181353767560665
393347	success	45012002		217	1	False	0.023094934014474246
393348	success	50004006		215	1	False	0.02288207747977863
393349	success	05008018		205	1	False	0.021817794806300552
393350	success	06001008		202	1	False	0.02149851000425713
393351	success	40016026		191	1	False	0.020327799063431247
460499	worry and stress	50004006	50004007	742	2	True	0.08791469194312797
460500	worry and stress	60005007		522	1	False	0.06184834123222749
460501	worry and stress	40006025	40006034	450	10	True	0.0533175355450237
460502	worry and stress	43014027		438	1	False	0.0518957345971564
460503	worry and stress	40006034		386	1	False	0.045734597156398105
460504	worry and stress	20003005	20003006	367	2	True	0.04348341232227488
460505	worry and stress	50004006		275	1	False	0.032582938388625596
460506	worry and stress	40011028	40011030	256	3	True	0.03033175355450237
460507	worry and stress	50004019		246	1	False	0.02914691943127962
460508	worry and stress	23041010		238	1	False	0.02819905213270142
460509	worry and stress	45008031		223	1	False	0.026421800947867297
460510	worry and stress	60005006	60005007	216	2	True	0.025592417061611375
460511	worry and stress	62004018		169	1	False	0.020023696682464454
254348	loving your neighbor	41012031		914	1	False	0.08104273807412662
254349	loving your neighbor	03019018		674	1	False	0.059762369214399716
254350	loving your neighbor	40007012		385	1	False	0.03413725837914524
254351	loving your neighbor	42006027		370	1	False	0.032807235325412305
254352	loving your neighbor	40022036	40022040	329	5	True	0.029171838978542294
254353	loving your neighbor	45013008	45013010	297	3	True	0.02633445646391204
254354	loving your neighbor	40019019		271	1	False	0.02402908317077496
254355	loving your neighbor	59002008		254	1	False	0.022521723709877636
254356	loving your neighbor	43015012		242	1	False	0.021457705266891294
254357	loving your neighbor	45015002		231	1	False	0.020482355027487142
130561	family	02020012		815	1	False	0.04292410596724074
130562	family	20022006		756	1	False	0.03981671670090062
130563	family	54005008		689	1	False	0.03628798651709064
130564	family	51003020		609	1	False	0.03207457734239216
130565	family	54003005		520	1	False	0.027387159635540108
130566	family	01002024		502	1	False	0.02643914257123295
130567	family	06024015		462	1	False	0.02433243798388371
130568	family	19128003		450	1	False	0.02370042660767894
130569	family	19127003	19127005	413	3	True	0.021751724864380893
130570	family	49003014	49003015	382	2	True	0.020119028809185233
377491	sodom	65001007		298	1	False	0.0293451501723289
377492	sodom	01019001	01019038	244	38	True	0.024027572624322993
377493	sodom	01018020		237	1	False	0.023338257016248153
292525	ocd	55001007		956	1	False	0.12652196929592377
292526	ocd	60005007		894	1	False	0.11831656961355215
292527	ocd	19004008		848	1	False	0.11222869242985707
292528	ocd	40006034		834	1	False	0.11037586024351509
292529	ocd	43014027		820	1	False	0.10852302805717311
292530	ocd	23041010		792	1	False	0.10481736368448914
289774	obedience	43014015		1266	1	False	0.05163342713813777
289775	obedience	44005029		879	1	False	0.03584974917410987
289776	obedience	60001014		846	1	False	0.034503854153921446
289777	obedience	62005003		530	1	False	0.02161588971817774
289778	obedience	23001019		526	1	False	0.02145275092785187
289779	obedience	42006046		509	1	False	0.020759411068966924
351268	righteousness of god	47005021		333	1	False	0.024365259383917464
74023	comparing ourselves to others	47010012		754	1	False	0.16841635023453205
74024	comparing ourselves to others	48001010		648	1	False	0.14473978110341748
74025	comparing ourselves to others	48006004		394	1	False	0.08800536073263346
74026	comparing ourselves to others	50002003		263	1	False	0.058744695108331475
74027	comparing ourselves to others	45012002		237	1	False	0.052937234755416576
74028	comparing ourselves to others	40007002		165	1	False	0.036855036855036855
74029	comparing ourselves to others	47013005		124	1	False	0.027697118606209516
74030	comparing ourselves to others	55002015		118	1	False	0.026356935447844537
74031	comparing ourselves to others	40007001		115	1	False	0.02568684386866205
74032	comparing ourselves to others	46004007		110	1	False	0.02457002457002457
74033	comparing ourselves to others	45012003		108	1	False	0.02412329685056958
74034	comparing ourselves to others	02020017		97	1	False	0.021666294393567122
38887	being single	46007001	46007040	2076	40	True	0.13230514307564847
38888	being single	01002018		636	1	False	0.040532789497163976
38889	being single	22003005		549	1	False	0.03498820980179721
38890	being single	23041010		505	1	False	0.03218405455356574
38891	being single	28002019	28002020	411	2	True	0.02619335925052578
38892	being single	41012025		386	1	False	0.024600089223121534
38893	being single	23056004	23056005	321	2	True	0.020457587151870498
319383	praying for each other	59005016		1002	1	False	0.06592538982827818
319384	praying for each other	49006018		536	1	False	0.03526547799197315
319385	praying for each other	54002001		501	1	False	0.03296269491413909
319386	praying for each other	50004006		396	1	False	0.026054345680636883
319387	praying for each other	40005044		373	1	False	0.02454108822948878
319388	praying for each other	51001009		366	1	False	0.024080531613921968
319389	praying for each other	21004009	21004012	335	4	True	0.02204092374498322
319390	praying for each other	52005016	52005018	323	3	True	0.021251398118297255
319391	praying for each other	45008026		321	1	False	0.021119810513849594
182121	haircut	03019027		274	1	False	0.1460554371002132
182122	haircut	46011014	46011015	199	2	True	0.10607675906183368
182123	haircut	07016017		163	1	False	0.08688699360341151
182124	haircut	04006005		157	1	False	0.08368869936034115
182125	haircut	26044020		156	1	False	0.08315565031982942
182126	haircut	10014026		141	1	False	0.07515991471215352
182127	haircut	44018018		140	1	False	0.07462686567164178
182128	haircut	46011006		85	1	False	0.0453091684434968
182129	haircut	46011014		78	1	False	0.04157782515991471
182130	haircut	03021005		67	1	False	0.03571428571428571
182131	haircut	07016019		65	1	False	0.03464818763326226
182132	haircut	46011013	46011015	61	3	True	0.03251599147121535
182133	haircut	09001011		43	1	False	0.022921108742004266
462738	yeast	40013033		189	1	False	0.110011641443539
462739	yeast	02012015		174	1	False	0.10128055878928988
462740	yeast	40016006		161	1	False	0.09371362048894064
462741	yeast	03002011		154	1	False	0.08963911525029103
462742	yeast	46005006	46005008	145	3	True	0.08440046565774156
462743	yeast	48005009		141	1	False	0.08207217694994179
462744	yeast	42012001		123	1	False	0.07159487776484284
462745	yeast	41008015		120	1	False	0.06984866123399301
462746	yeast	42013020	42013021	83	2	True	0.04831199068684517
462747	yeast	02013007		64	1	False	0.037252619324796274
462748	yeast	42013021		62	1	False	0.03608847497089639
462749	yeast	02012019	02012020	52	2	True	0.030267753201396973
462750	yeast	46005007		45	1	False	0.02619324796274738
462751	yeast	03006017		36	1	False	0.020954598370197905
16616	ask and you shall receive	41011024		768	1	False	0.07955251709136109
16617	ask and you shall receive	40007007		639	1	False	0.06619018023617154
16618	ask and you shall receive	40007007	40007011	440	5	True	0.045576962916925624
16619	ask and you shall receive	59004003		431	1	False	0.04464470685726124
16620	ask and you shall receive	40021022		429	1	False	0.044437538844002485
16621	ask and you shall receive	43015007		388	1	False	0.040190594572198056
16622	ask and you shall receive	43014013	43014014	347	2	True	0.03594365030039362
16623	ask and you shall receive	43016024		260	1	False	0.02693184172363787
16624	ask and you shall receive	50004006	50004008	246	3	True	0.0254816656308266
16625	ask and you shall receive	42011013		209	1	False	0.021649057385539672
16626	ask and you shall receive	19037004		204	1	False	0.02113113735239279
6060	adding to the bible	66022018	66022019	959	2	True	0.09855102250539513
6061	adding to the bible	20030005	20030006	654	2	True	0.06720789230294934
6062	adding to the bible	05004002		641	1	False	0.06587195560579591
6063	adding to the bible	05012032		475	1	False	0.04881307162675984
6064	adding to the bible	66022018		347	1	False	0.03565923337786456
6065	adding to the bible	48001006	48001009	308	4	True	0.03165142328640427
6066	adding to the bible	40024024		303	1	False	0.031137601479806803
6067	adding to the bible	66022019		298	1	False	0.030623779673209332
6068	adding to the bible	55003016		238	1	False	0.024457917994039666
6069	adding to the bible	66001001		199	1	False	0.020450107902579385
6070	adding to the bible	20030006		197	1	False	0.020244579179940398
6071	adding to the bible	40005018		196	1	False	0.0201418148186209
6072	adding to the bible	05013001	05013010	195	10	True	0.020039050457301408
334981	raising a child	20022006		231	1	False	0.10252996005326231
334982	raising a child	49006004		196	1	False	0.08699511762094984
334983	raising a child	51003021		156	1	False	0.0692410119840213
334984	raising a child	20013024		150	1	False	0.06657789613848203
334985	raising a child	20029015		149	1	False	0.06613404349755882
334986	raising a child	20023013	20023014	146	2	True	0.06480248557478917
334987	raising a child	20019018		131	1	False	0.05814469596094097
334988	raising a child	05006006	05006007	129	2	True	0.05725699067909454
334989	raising a child	19127003	19127005	116	3	True	0.05148690634709276
334990	raising a child	20001008	20001009	112	2	True	0.04971149578339991
334991	raising a child	20022015		111	1	False	0.0492676431424767
334992	raising a child	40018010		88	1	False	0.03905903240124279
334993	raising a child	58012007	58012011	72	5	True	0.03195739014647137
334994	raising a child	55003014	55003015	69	2	True	0.03062583222370173
334995	raising a child	55003015		64	1	False	0.028406569019085663
334996	raising a child	20029017		59	1	False	0.026187305814469597
334997	raising a child	20031028		56	1	False	0.024855747891699954
250033	love and forgiveness	51003012	51003014	751	3	True	0.06910195068089806
250034	love and forgiveness	60004008		674	1	False	0.06201693043798307
250035	love and forgiveness	42006037		511	1	False	0.04701877070298123
250036	love and forgiveness	51003013		448	1	False	0.041221935958778065
250037	love and forgiveness	49004032		441	1	False	0.040577843209422156
250038	love and forgiveness	62004018		381	1	False	0.03505704821494295
250039	love and forgiveness	46013001	46013013	306	13	True	0.028156054471843946
250040	love and forgiveness	43003016		235	1	False	0.021623113728376886
250041	love and forgiveness	45012009		232	1	False	0.021347073978652927
250042	love and forgiveness	20017009		230	1	False	0.021163047478836954
233348	kingdom of god	40006033		759	1	False	0.040250304926552474
233349	kingdom of god	43018036		565	1	False	0.029962348199607573
233350	kingdom of god	42017020	42017021	557	2	True	0.02953810256138304
233351	kingdom of god	41001015		526	1	False	0.02789415071326298
233352	kingdom of god	45014017		493	1	False	0.026144137455586785
330931	purity	40005008		949	1	False	0.052760326902763104
330932	purity	19119009		765	1	False	0.04253071662867627
330933	purity	54004012		587	1	False	0.03263468060265747
330934	purity	58013004		578	1	False	0.0321343192305554
330935	purity	46006018		547	1	False	0.030410852282203815
330936	purity	19051010		535	1	False	0.029743703786067714
330937	purity	52004003	52004005	483	3	True	0.026852726969477957
330938	purity	62001009		464	1	False	0.02579640851726247
330939	purity	48005019	48005021	376	3	True	0.020903986212264414
330940	purity	51003005		367	1	False	0.02040362484016234
234875	labor	46015058		488	1	False	0.030134617759664074
234876	labor	49004028		439	1	False	0.027108805730517476
234877	labor	20014023		422	1	False	0.02605903421020131
234878	labor	51003023		341	1	False	0.02105718167222428
403472	the antichrist	66013001	66013018	526	18	True	0.03620843945756178
403473	the antichrist	62002018		522	1	False	0.03593309010807462
403474	the antichrist	62002022		503	1	False	0.0346251806980106
403475	the antichrist	62004003		502	1	False	0.034556343360638814
403476	the antichrist	63001007		440	1	False	0.0302884284435878
403477	the antichrist	53002003	53002004	421	2	True	0.028980519033523784
403478	the antichrist	40024024		404	1	False	0.027810284298203345
403479	the antichrist	27007025		385	1	False	0.026502374888139328
403480	the antichrist	27007008		296	1	False	0.020375851862049977
71452	comfort the dying	66021004		352	1	False	0.031236134528352118
71453	comfort the dying	47001003	47001004	303	2	True	0.026887922619575826
71454	comfort the dying	40005004		295	1	False	0.02617801047120419
71455	comfort the dying	19023004		281	1	False	0.02493566421155382
71456	comfort the dying	19023001	19023006	264	6	True	0.023427100896264087
71457	comfort the dying	23041010		249	1	False	0.022096015618067264
71458	comfort the dying	43003016		237	1	False	0.021031147395509805
71459	comfort the dying	19034018		229	1	False	0.020321235247138168
71460	comfort the dying	45008028		226	1	False	0.0200550181914988
1225	abandonment	19034018		793	1	False	0.09104477611940298
1226	abandonment	19027010		619	1	False	0.07106773823191734
1227	abandonment	05031006		477	1	False	0.0547646383467279
1228	abandonment	23041010		255	1	False	0.029276693455797934
1229	abandonment	40027046		245	1	False	0.02812858783008037
1230	abandonment	23049015	23049016	229	2	True	0.026291618828932262
1231	abandonment	06001009		222	1	False	0.025487944890929967
1232	abandonment	58013005		216	1	False	0.024799081515499425
1233	abandonment	45008038	45008039	204	2	True	0.023421354764638348
1234	abandonment	58013005	58013006	200	2	True	0.022962112514351322
1235	abandonment	05031008		184	1	False	0.021125143513203215
57099	casting out demons	49006010	49006018	716	9	True	0.04532506172057986
57100	casting out demons	59004007		672	1	False	0.04253972273216434
57101	casting out demons	40012043	40012045	649	3	True	0.04108375007912895
57102	casting out demons	41016016	41016018	542	3	True	0.03431031208457302
57103	casting out demons	60005008		530	1	False	0.033550674178641514
57104	casting out demons	42010017		497	1	False	0.03146166993732987
57105	casting out demons	41003011		410	1	False	0.025954295119326454
57106	casting out demons	44019013	44019016	388	4	True	0.024561625625118693
57107	casting out demons	41009029		357	1	False	0.022599227701462304
57108	casting out demons	44016016	44016018	319	3	True	0.020193707666012535
320951	praying together	40018020		745	1	False	0.09394703656998739
320952	praying together	40018019		678	1	False	0.08549810844892812
320953	praying together	59005016		391	1	False	0.04930643127364439
320954	praying together	40018019	40018020	338	2	True	0.04262295081967213
320955	praying together	52005011		265	1	False	0.033417402269861285
320956	praying together	14007014		250	1	False	0.031525851197982346
320957	praying together	45012012		210	1	False	0.02648171500630517
320958	praying together	59005014	59005015	210	2	True	0.02648171500630517
320959	praying together	51004002		192	1	False	0.02421185372005044
320960	praying together	45015005	45015006	175	2	True	0.022068095838587643
320961	praying together	44002042		163	1	False	0.02055485498108449
229967	kadmiel	15002040		204	1	False	0.1472924187725632
229968	kadmiel	16003009		150	1	False	0.10830324909747292
229969	kadmiel	16007043		141	1	False	0.10180505415162455
229970	kadmiel	16012008		138	1	False	0.09963898916967509
229971	kadmiel	16012024		138	1	False	0.09963898916967509
229972	kadmiel	16010009		120	1	False	0.08664259927797834
229973	kadmiel	16009004	16009005	112	2	True	0.08086642599277978
229974	kadmiel	16012038		68	1	False	0.04909747292418772
229975	kadmiel	16012040		68	1	False	0.04909747292418772
229976	kadmiel	16012036		52	1	False	0.03754512635379061
229977	kadmiel	16003017		43	1	False	0.03104693140794224
229978	kadmiel	15003009		35	1	False	0.02527075812274368
229979	kadmiel	16012034	16012036	32	3	True	0.023104693140794223
229980	kadmiel	16012034		28	1	False	0.020216606498194945
116607	endurance	45005003	45005004	865	2	True	0.09884584618900696
116608	endurance	59001012	59001018	546	7	True	0.06239286938635585
116609	endurance	58010036		499	1	False	0.05702205462232888
116610	endurance	59001002	59001004	412	3	True	0.0470803336761513
116611	endurance	59001012		391	1	False	0.044680607930522226
116612	endurance	51001011		362	1	False	0.04136670094846303
116613	endurance	45012012		325	1	False	0.037138612729973715
116614	endurance	46010013		276	1	False	0.03153925265683922
116615	endurance	58012001	58012003	261	3	True	0.02982516283853274
116616	endurance	59001004		183	1	False	0.020911895783339046
116617	endurance	45015004		182	1	False	0.020797623128785282
183066	harboring anger	49004026	49004027	227	2	True	0.10960888459681313
183067	harboring anger	59001019	59001020	165	2	True	0.07967165620473202
183068	harboring anger	40005022		145	1	False	0.0700144857556736
183069	harboring anger	51003008		137	1	False	0.06615161757605022
183070	harboring anger	20014029		136	1	False	0.0656687590535973
183071	harboring anger	20022024	20022025	132	2	True	0.0637373249637856
183072	harboring anger	21007009		129	1	False	0.06228874939642685
183073	harboring anger	20019011		128	1	False	0.06180589087397392
183074	harboring anger	20029011		127	1	False	0.061323032351521006
183075	harboring anger	20015018		123	1	False	0.05939159826170932
183076	harboring anger	20015001		119	1	False	0.057460164171897636
183077	harboring anger	19037008		85	1	False	0.04104297440849831
183078	harboring anger	03019017	03019018	56	2	True	0.02704007725736359
183079	harboring anger	45012019		52	1	False	0.025108643167551906
183080	harboring anger	49004031		51	1	False	0.024625784645098986
183081	harboring anger	40018021	40018022	44	2	True	0.021245774987928536
357891	seasons	21003001	21003022	1069	22	True	0.06428528474352035
357892	seasons	27002021		795	1	False	0.047808046184376694
357893	seasons	01008022		773	1	False	0.04648505622707318
357894	seasons	48006009		611	1	False	0.03674303926874737
357895	seasons	44001007		569	1	False	0.034217331168440675
357896	seasons	19104019		490	1	False	0.029466594503578088
357897	seasons	19001003		392	1	False	0.02357327560286247
357898	seasons	01001014		347	1	False	0.020867159781105298
357899	seasons	52005001		333	1	False	0.020025257081003067
398316	tame your tongue	59001026		256	1	False	0.028324850630670504
398317	tame your tongue	20015004		241	1	False	0.026665191414029652
398318	tame your tongue	20012018		235	1	False	0.026001327727373312
398319	tame your tongue	19141003		232	1	False	0.025669395884045144
398320	tame your tongue	59003008		229	1	False	0.025337464040716972
398321	tame your tongue	49004029		226	1	False	0.025005532197388804
398322	tame your tongue	20018021		218	1	False	0.024120380615180348
398323	tame your tongue	20021023		201	1	False	0.022239433502987387
398324	tame your tongue	20015001		197	1	False	0.02179685771188316
398325	tame your tongue	20010019		190	1	False	0.021022350077450763
398326	tame your tongue	60003010		190	1	False	0.021022350077450763
398327	tame your tongue	40015011		187	1	False	0.020690418234122595
397203	taking care of the elderly	54005008		584	1	False	0.06689576174112256
397204	taking care of the elderly	03019032		522	1	False	0.05979381443298969
397205	taking care of the elderly	44020035		469	1	False	0.053722794959908365
397206	taking care of the elderly	19071009		414	1	False	0.04742268041237113
397207	taking care of the elderly	23046004		359	1	False	0.041122565864833906
397208	taking care of the elderly	54005001		335	1	False	0.03837342497136312
397209	taking care of the elderly	02020012		328	1	False	0.03757159221076747
397210	taking care of the elderly	54005004		272	1	False	0.03115693012600229
397211	taking care of the elderly	20016031		267	1	False	0.030584192439862542
397212	taking care of the elderly	20023022		255	1	False	0.029209621993127148
397213	taking care of the elderly	59001027		242	1	False	0.0277205040091638
397214	taking care of the elderly	18012012		225	1	False	0.02577319587628866
397215	taking care of the elderly	49006002		210	1	False	0.024054982817869417
397216	taking care of the elderly	20020029		189	1	False	0.021649484536082474
397217	taking care of the elderly	60005005		182	1	False	0.020847651775486826
152601	getting into heaven	43003016		755	1	False	0.06282243301714095
152602	getting into heaven	43014006		748	1	False	0.06223997337327342
152603	getting into heaven	45010009		711	1	False	0.05916125811283075
152604	getting into heaven	49002008	49002009	617	2	True	0.05133965718089532
152605	getting into heaven	40007021	40007027	548	7	True	0.04559826926277251
152606	getting into heaven	43003003		371	1	False	0.0308703611249792
152607	getting into heaven	45006023		360	1	False	0.029955067398901646
152608	getting into heaven	45003023		331	1	False	0.027542020302879014
152609	getting into heaven	40006014	40006015	315	2	True	0.026210683974038942
152610	getting into heaven	43014015		308	1	False	0.02562822433017141
152611	getting into heaven	43003036		270	1	False	0.022466300549176237
147193	freedom in christ	48005001		665	1	False	0.06391158097068717
147194	freedom in christ	43008036		537	1	False	0.05160980297933686
147195	freedom in christ	47003017		534	1	False	0.051321480057664584
147196	freedom in christ	48005013		502	1	False	0.048246035559827004
147197	freedom in christ	43008032		437	1	False	0.041999038923594426
147198	freedom in christ	48005001	48005026	284	26	True	0.027294569918308507
147199	freedom in christ	45008001	45008004	260	4	True	0.024987986544930323
147200	freedom in christ	60002016		258	1	False	0.024795771263815474
147201	freedom in christ	45008001	45008002	248	2	True	0.02383469485824123
308814	people taking advantage of you	45012017	45012021	891	5	True	0.06663675117792237
308815	people taking advantage of you	20010009		749	1	False	0.05601675267369681
308816	people taking advantage of you	42006032	42006042	515	11	True	0.03851619175828285
308817	people taking advantage of you	20028006		425	1	False	0.031785206790815944
308818	people taking advantage of you	40007012		403	1	False	0.03013985490987959
308819	people taking advantage of you	58013005		394	1	False	0.0294667564131329
308820	people taking advantage of you	40006014	40006015	341	2	True	0.0255029541545135
308821	people taking advantage of you	05015007	05015011	316	5	True	0.023633236107994914
308822	people taking advantage of you	44020035		286	1	False	0.021389574452172613
256915	magician	02007011		203	1	False	0.09173068233167646
256916	magician	02008007		169	1	False	0.0763669227293267
256917	magician	27002002		138	1	False	0.06235878897424311
256918	magician	27004007		128	1	False	0.057840036150022596
256919	magician	02009011		124	1	False	0.05603253502033439
256920	magician	27005011		121	1	False	0.054676909173068236
256921	magician	27002010		121	1	False	0.054676909173068236
256922	magician	02007022		119	1	False	0.05377315860822413
256923	magician	27001020		108	1	False	0.048802530501581565
256924	magician	44008009		92	1	False	0.04157252598282874
256925	magician	27002027		92	1	False	0.04157252598282874
256926	magician	02008018		90	1	False	0.04066877541798464
256927	magician	44013006		88	1	False	0.03976502485314053
256928	magician	27005007		76	1	False	0.03434252146407592
256929	magician	01041008		74	1	False	0.033438770899231814
256930	magician	44008011		68	1	False	0.030727519204699502
256931	magician	55003008		63	1	False	0.028468142792589246
256932	magician	44013008		56	1	False	0.025305015815634886
256933	magician	44008009	44008011	48	3	True	0.021690013556258474
256934	magician	27004009		48	1	False	0.021690013556258474
256935	magician	02008018	02008019	47	2	True	0.021238138273836422
220343	jesus	43003016		1567	1	False	0.03127931812284169
220344	jesus	43014006		1290	1	False	0.025750044912869034
220345	jesus	43001014		1111	1	False	0.02217697666526938
83099	cross	46001018		526	1	False	0.05268429487179487
83100	cross	41008034		490	1	False	0.04907852564102564
83101	cross	43003016		379	1	False	0.037960737179487176
83102	cross	40010038		360	1	False	0.036057692307692304
83103	cross	48002020		347	1	False	0.034755608974358976
83104	cross	58012002		330	1	False	0.033052884615384616
83105	cross	45005008		296	1	False	0.029647435897435896
83106	cross	42014027		273	1	False	0.02734375
83107	cross	51002014		253	1	False	0.025340544871794872
83108	cross	60002024		209	1	False	0.020933493589743588
83109	cross	50002008		207	1	False	0.020733173076923076
83110	cross	41015030		204	1	False	0.020432692307692308
413073	the millennium	66020001	66020015	284	15	True	0.04291326684799033
413074	the millennium	66020004		194	1	False	0.02931399214264128
413075	the millennium	40019028		148	1	False	0.0223632517376851
413076	the millennium	27002044		148	1	False	0.0223632517376851
413077	the millennium	27007027		142	1	False	0.021456633423995165
413078	the millennium	23065025		136	1	False	0.020550015110305228
387971	stewardship	60004010		1299	1	False	0.11022486211285533
387972	stewardship	01001028		706	1	False	0.059906661009758166
387973	stewardship	01002015		534	1	False	0.045311837081035214
387974	stewardship	47009006	47009007	403	2	True	0.03419601187950785
387975	stewardship	40025014	40025030	401	17	True	0.0340263046245227
387976	stewardship	51003023		397	1	False	0.0336868901145524
387977	stewardship	42016011		291	1	False	0.024692405600339414
387978	stewardship	20016003		286	1	False	0.024268137462876538
387979	stewardship	56001007		261	1	False	0.022146796775562156
387980	stewardship	39003010		259	1	False	0.021977089520577003
387981	stewardship	46004002		237	1	False	0.02011030971574035
88611	death and dying	43014001	43014003	620	3	True	0.04372663798575358
88612	death and dying	21012007		583	1	False	0.041117145073700546
88613	death and dying	43011025		514	1	False	0.036250793426898936
88614	death and dying	43003016		448	1	False	0.03159602228648001
88615	death and dying	52004013	52004018	397	6	True	0.02799915367797447
88616	death and dying	42023043		388	1	False	0.027364412158826432
88617	death and dying	40010028		345	1	False	0.02433175823400804
88618	death and dying	27012002		314	1	False	0.022145426334720362
88619	death and dying	66021004		313	1	False	0.02207489949925947
88620	death and dying	47005006	47005008	308	3	True	0.021722265321955005
1619	abishag	11001001	11001004	169	4	True	0.27887788778877887
1620	abishag	11002017		134	1	False	0.22112211221122113
1621	abishag	11001015		133	1	False	0.21947194719471946
1622	abishag	11002021	11002022	90	2	True	0.1485148514851485
1623	abishag	11002025		42	1	False	0.06930693069306931
1624	abishag	11001003		17	1	False	0.028052805280528052
12073	animals in heaven	23011006	23011009	396	4	True	0.050788764909580605
12074	animals in heaven	23065025		321	1	False	0.04116968064640246
12075	animals in heaven	66005013		303	1	False	0.03886110042323971
12076	animals in heaven	42003006		302	1	False	0.03873284596639733
12077	animals in heaven	45008019	45008022	252	4	True	0.032320123124278566
12078	animals in heaven	23011006		224	1	False	0.02872899833269206
12079	animals in heaven	66019011		214	1	False	0.027446453764268307
12080	animals in heaven	20012010		207	1	False	0.02654867256637168
12081	animals in heaven	21003021		175	1	False	0.02244452994741567
12082	animals in heaven	40010029		157	1	False	0.020135949724252918
246378	living water	43004014		840	1	False	0.06067610517191563
246379	living water	43007038		765	1	False	0.05525859578156602
246380	living water	66021006		446	1	False	0.03221612250794568
246381	living water	23044003		432	1	False	0.031204854088413753
246382	living water	43004013	43004015	422	3	True	0.030482519503033805
246383	living water	23012003		361	1	False	0.026076278532216123
246384	living water	43007037		360	1	False	0.026004045073678126
246385	living water	24002013		360	1	False	0.026004045073678126
246386	living water	66022017		336	1	False	0.024270442068766253
246387	living water	23058011		331	1	False	0.023909274776076277
246388	living water	43007037	43007039	321	3	True	0.02318694019069633
247078	long distance relationships	46013007		493	1	False	0.14813701923076922
247079	long distance relationships	51002005		336	1	False	0.10096153846153846
247080	long distance relationships	46013004	46013007	312	4	True	0.09375
247081	long distance relationships	01031049		253	1	False	0.07602163461538461
247082	long distance relationships	06001009		188	1	False	0.056490384615384616
247083	long distance relationships	21004009	21004012	183	4	True	0.05498798076923077
247084	long distance relationships	40018019		127	1	False	0.038161057692307696
247085	long distance relationships	20003005	20003008	110	4	True	0.033052884615384616
247086	long distance relationships	50001003		98	1	False	0.029447115384615384
247087	long distance relationships	42018001		94	1	False	0.028245192307692308
247088	long distance relationships	01002024		81	1	False	0.024338942307692308
247089	long distance relationships	24032027		80	1	False	0.02403846153846154
247090	long distance relationships	05024005		78	1	False	0.0234375
334745	rainbow	01009012	01009013	728	2	True	0.08026460859977949
334746	rainbow	66010001		716	1	False	0.07894156560088203
334747	rainbow	26001028		696	1	False	0.07673649393605292
334748	rainbow	66004003		570	1	False	0.06284454244762955
334749	rainbow	01009008	01009016	554	9	True	0.06108048511576626
334750	rainbow	01009016		513	1	False	0.05656008820286659
334751	rainbow	01009013		355	1	False	0.03914002205071665
104792	drug use	46006019	46006020	924	2	True	0.11651954602774275
104793	drug use	60005008		702	1	False	0.08852459016393442
104794	drug use	48005021		534	1	False	0.0673392181588903
104795	drug use	46010013		459	1	False	0.05788146279949559
104796	drug use	46015033		371	1	False	0.0467843631778058
104797	drug use	48005019	48005021	361	3	True	0.045523329129886506
104798	drug use	45013013	45013014	302	2	True	0.038083228247162676
104799	drug use	20020001		269	1	False	0.033921815889029004
104800	drug use	20023029	20023035	182	7	True	0.022950819672131147
104801	drug use	45012002		174	1	False	0.02194199243379571
104802	drug use	23055002		169	1	False	0.021311475409836064
104803	drug use	46003016		168	1	False	0.021185372005044136
464732	your soul	40010028		628	1	False	0.0763340221222803
464733	your soul	21012007		413	1	False	0.05020055913455695
464734	your soul	26018004		389	1	False	0.04728333535918318
